3.5; 4.2; 
4.0; 3.4; 
3.7; 3.75; 
4.2; 4.1; 
3.5; 3.0; 
3.9; 3.75; 
4.5; 4.45; 
3.5; 3.7; 
4.1; 4.05; 
3.7; 3.2; 
3.4; 4; 
3.4; 4.5; 
4.1; 3.9; 
3.6; 3.6; 
3.3; 4.6; 
3.6; 4.1; 
3.5; 2.35; 
3.6; 4.5; 
4.1; 4.2; 
4.0; 3.2; 
3.8; 4.4; 
3.6; 4; 
3.4; 3.8; 
3.3; 3.85; 
3.4; 4.05; 
3.4; 4.1; 
3.9; 3.7; 
3.4; 3.4; 
3.5; 3.15; 
3.9; 3.9; 
4.2; 3.9; 
2.6; 3.4; 
4.1; 3.5; 
3.3; 3.85; 
3.5; 2.25; 
3.9; 2.4; 
3.4; 3.9; 
3.4; 3.8; 
3.9; 3.7; 
2.8; 3.7; 
4.0; 4.5; 
3.6; 4.5; 
3.0; 3.5; 
3.6; 2.7; 
2.7; 2.55; 
3.9; 2.6; 
3.3; 4.35; 
3.8; 3.5; 
3.6; 3.4; 
3.8; 4; 
3.4; 4.0; 
3.6; 4.1; 
4.3; 4.0; 
3.5; 3.2; 
3.9; 3.7; 
3.5; 4.3; 
3.9; 4.7; 
4.2; 3.85; 
3.9; 3.1; 
4.0; 4.65; 
3.5; 3.85; 
4.1; 3.8; 
4.2; 4.2; 
2.3; 4.9; 
3.5; 3.3; 
3.3; 3.85; 
4.2; 2.5; 
3.7; 3.05; 
3.7; 3.35; 
3.0; 3.95; 
3.5; 4.45; 
4.0; 3.0; 
3.3; 3.4; 
4.2; 4.4; 
4.2; 3.95; 
3.8; 4.25; 
3.8; 3.95; 
2.7; 2.95; 
3.6; 3.9; 
3.4; 3.5; 
3.8; 1.8; 
3.2; 4.25; 
3.9; 4.9; 
3.3; 3.8; 
3.9; 2.8; 
3.8; 4.1; 
4.0; 2.8; 
3.6; 2.85; 
3.9; 4.7; 
3.7; 3.95; 
3.7; 3.65; 
3.7; 3.5; 
