4.2; 4.5; 
3.8; 4.45; 
3.9; 3.95; 
3.5; 4.7; 
3.8; 4.4; 
3.6; 4.05; 
3.6; 4.25; 
4.4; 3.75; 
4.2; 3.7; 
3.7; 3.0; 
3.2; 3.75; 
4.2; 4.5; 
3.8; 4.2; 
4.1; 4.3; 
3.1; 3.9; 
3.7; 3.85; 
3.4; 4.3; 
3.4; 3.45; 
3.8; 4.8; 
3.1; 4.1; 
4.0; 3.4; 
4.2; 3.2; 
4.2; 3.75; 
4.4; 4; 
4.5; 4.5; 
3.8; 3.3; 
3.9; 4.05; 
3.8; 3.9; 
3.9; 3.95; 
3.2; 3.4; 
4.5; 4.3; 
4.2; 4.1; 
4.5; 2.25; 
3.4; 3.9; 
3.7; 3.8; 
4.5; 4.5; 
3.0; 3.85; 
3.9; 3.7; 
3.9; 3.8; 
4.1; 4.9; 
3.7; 4.55; 
5.0; 2.6; 
3.7; 4.5; 
3.6; 4.6; 
3.1; 4.1; 
3.6; 4.1; 
3.3; 4.3; 
3.6; 3.35; 
4.4; 4.0; 
3.8; 4.3; 
3.9; 4.3; 
4.1; 4.5; 
4.4; 4.8; 
4.5; 3.65; 
4.1; 4.45; 
