2.9; 3.5; 
3.3; 3.6; 
2.6; 4.2; 
3.4; 2.8; 
3.3; 3.6; 
3.4; 3.3; 
2.8; 3.75; 
3.4; 4.7; 
3.9; 4.2; 
3.8; 3.5; 
3.0; 3.1; 
2.8; 4.6; 
2.8; 3.7; 
3.0; 4.4; 
4.0; 4.15; 
3.6; 4.3; 
3.0; 3.7; 
3.8; 3.5; 
3.3; 4.05; 
3.2; 3.8; 
3.2; 4.5; 
4.0; 3.1; 
2.9; 3.6; 
3.8; 2.9; 
3.8; 4.0; 
4.0; 2.4; 
3.3; 3.6; 
3.0; 3.7; 
3.4; 3.05; 
2.8; 3.6; 
4.2; 3.3; 
3.4; 3.9; 
4.2; 3.0; 
3.6; 4.4; 
3.1; 3.8; 
2.8; 3.5; 
3.7; 3.9; 
4.0; 3.1; 
3.9; 3.2; 
3.6; 3.15; 
3.9; 3; 
3.2; 4.9; 
3.0; 2.6; 
2.8; 4.6; 
3.0; 3.65; 
3.7; 1.5; 
3.8; 3.6; 
3.4; 3.4; 
3.9; 4.0; 
3.0; 3.6; 
3.4; 2.1; 
2.7; 3.7; 
3.0; 3.5; 
3.4; 1.8; 
2.2; 4.5; 
3.7; 3.85; 
3.8; 2.9; 
3.3; 2.05; 
3.6; 3.65; 
2.2; 3.2; 
2.4; 1.65; 
3.5; 4.6; 
2.5; 2.6; 
3.8; 4.1; 
3.2; 3.7; 
3.9; 3.4; 
3.6; 3; 
3.7; 4.25; 
3.2; 3.3; 
3.2; 3.95; 
3.5; 2.4; 
